id	cluster	res
TCGA-75-6206	3	hc
TCGA-75-6207	3	hc
TCGA-75-6211	3	hc
TCGA-75-6212	3	hc
TCGA-75-6214	4	hc
TCGA-75-7027	3	hc
TCGA-75-7030	3	hc
TCGA-75-7031	7	hc
TCGA-76-4926	2	hc
TCGA-76-4927	2	hc
TCGA-76-4928	4	hc
TCGA-76-4929	2	hc
TCGA-76-4931	2	hc
TCGA-76-4932	2	hc
TCGA-76-6192	2	hc
TCGA-76-6193	2	hc
TCGA-76-6282	2	hc
TCGA-76-6283	2	hc
TCGA-76-6285	2	hc
TCGA-76-6656	2	hc
TCGA-76-6657	2	hc
TCGA-76-6660	1	hc
TCGA-76-6661	4	hc
TCGA-76-6662	2	hc
TCGA-76-6663	2	hc
TCGA-76-6664	2	hc
TCGA-77-6842	3	hc
TCGA-77-6843	3	hc
TCGA-77-6844	3	hc
TCGA-77-6845	3	hc
TCGA-77-7139	3	hc
TCGA-77-7141	3	hc
TCGA-77-7142	3	hc
TCGA-77-7335	3	hc
TCGA-77-7337	4	hc
TCGA-77-7338	4	hc
TCGA-77-7463	3	hc
TCGA-77-7465	3	hc
TCGA-78-7143	3	hc
TCGA-78-7145	3	hc
TCGA-78-7146	3	hc
TCGA-78-7147	3	hc
TCGA-78-7148	3	hc
TCGA-78-7149	3	hc
TCGA-78-7150	3	hc
TCGA-78-7152	3	hc
TCGA-78-7153	3	hc
TCGA-78-7154	3	hc
TCGA-78-7155	3	hc
TCGA-78-7156	3	hc
TCGA-78-7158	3	hc
TCGA-78-7159	4	hc
TCGA-78-7160	3	hc
TCGA-78-7161	3	hc
TCGA-78-7162	3	hc
TCGA-78-7163	3	hc
TCGA-78-7166	4	hc
TCGA-78-7167	3	hc
TCGA-78-7535	3	hc
TCGA-78-7536	3	hc
TCGA-78-7537	3	hc
TCGA-78-7539	3	hc
TCGA-78-7540	3	hc
TCGA-78-7542	4	hc
TCGA-78-7633	3	hc
TCGA-79-5596	3	hc
TCGA-80-5607	3	hc
TCGA-80-5608	3	hc
TCGA-80-5611	3	hc
TCGA-81-5910	2	hc
TCGA-83-5908	3	hc
TCGA-85-6175	3	hc
TCGA-85-6560	3	hc
TCGA-85-6561	3	hc
TCGA-85-6798	3	hc
TCGA-85-7696	3	hc
TCGA-85-7697	3	hc
TCGA-85-7698	3	hc
TCGA-85-7699	3	hc
TCGA-85-7710	4	hc
TCGA-85-7843	4	hc
TCGA-85-7844	4	hc
TCGA-85-7950	3	hc
TCGA-86-6562	3	hc
TCGA-86-6851	3	hc
TCGA-86-7701	4	hc
TCGA-86-7711	4	hc
TCGA-86-7713	3	hc
TCGA-86-7953	4	hc
TCGA-86-7954	3	hc
TCGA-86-7955	3	hc
TCGA-90-6837	3	hc
TCGA-90-7766	3	hc
TCGA-90-7767	3	hc
TCGA-90-7769	3	hc
TCGA-91-6828	3	hc
TCGA-91-6829	3	hc
TCGA-91-6830	3	hc
TCGA-91-6831	3	hc
TCGA-91-6835	3	hc
TCGA-91-6836	3	hc
TCGA-91-6840	3	hc
TCGA-91-6847	3	hc
TCGA-91-6848	3	hc
TCGA-91-6849	3	hc
TCGA-91-7771	3	hc
TCGA-92-7340	4	hc
TCGA-93-7348	3	hc
TCGA-94-7033	3	hc
TCGA-94-7557	3	hc
TCGA-94-7943	3	hc
TCGA-95-7039	3	hc
TCGA-95-7043	7	hc
TCGA-95-7567	3	hc
TCGA-95-7944	3	hc
TCGA-95-7947	3	hc
TCGA-95-7948	3	hc
TCGA-96-7544	3	hc
TCGA-97-7546	3	hc
TCGA-97-7552	3	hc
TCGA-97-7553	3	hc
TCGA-97-7554	3	hc
TCGA-97-7937	3	hc
TCGA-97-7938	3	hc
TCGA-97-7941	3	hc
TCGA-98-7454	3	hc
TCGA-99-7458	3	hc
TCGA-A1-A0SF	9	hc
TCGA-A1-A0SH	9	hc
TCGA-A1-A0SJ	9	hc
TCGA-A1-A0SK	7	hc
TCGA-A1-A0SO	7	hc
TCGA-A1-A0SQ	9	hc
TCGA-A2-A04N	9	hc
TCGA-A2-A04P	7	hc
TCGA-A2-A04Q	1	hc
TCGA-A2-A04T	7	hc
TCGA-A2-A04U	7	hc
TCGA-A2-A04V	9	hc
TCGA-A2-A04W	7	hc
TCGA-A2-A04Y	9	hc
TCGA-A2-A0CK	9	hc
TCGA-A2-A0CL	9	hc
TCGA-A2-A0CM	7	hc
TCGA-A2-A0CP	9	hc
TCGA-A2-A0CQ	9	hc
TCGA-A2-A0CR	9	hc
TCGA-A2-A0CS	9	hc
TCGA-A2-A0CT	9	hc
TCGA-A2-A0CU	9	hc
TCGA-A2-A0CV	9	hc
TCGA-A2-A0CW	9	hc
TCGA-A2-A0CX	7	hc
TCGA-A2-A0CY	9	hc
TCGA-A2-A0CZ	1	hc
TCGA-A2-A0D0	7	hc
TCGA-A2-A0D1	7	hc
TCGA-A2-A0D2	7	hc
TCGA-A2-A0D3	9	hc
TCGA-A2-A0D4	9	hc
TCGA-A2-A0EO	9	hc
TCGA-A2-A0EP	9	hc
TCGA-A2-A0EQ	7	hc
TCGA-A2-A0ER	1	hc
TCGA-A2-A0ES	9	hc
TCGA-A2-A0EU	9	hc
TCGA-A2-A0EV	9	hc
TCGA-A2-A0EW	9	hc
TCGA-A2-A0EX	9	hc
TCGA-A2-A0EY	7	hc
TCGA-A2-A0ST	7	hc
TCGA-A2-A0SU	9	hc
TCGA-A2-A0SV	9	hc
TCGA-A2-A0SW	9	hc
TCGA-A2-A0SX	7	hc
TCGA-A2-A0T0	7	hc
TCGA-A2-A0T1	7	hc
TCGA-A2-A0T2	7	hc
TCGA-A2-A0T3	1	hc
TCGA-A2-A0T4	9	hc
TCGA-A2-A0T5	9	hc
TCGA-A2-A0T6	9	hc
TCGA-A2-A0T7	9	hc
TCGA-A2-A0YC	1	hc
TCGA-A2-A0YD	9	hc
TCGA-A2-A0YE	7	hc
TCGA-A2-A0YF	1	hc
TCGA-A2-A0YG	7	hc
TCGA-A2-A0YH	9	hc
TCGA-A2-A0YI	9	hc
TCGA-A2-A0YJ	7	hc
TCGA-A2-A0YK	1	hc
TCGA-A2-A0YL	9	hc
TCGA-A2-A0YM	5	hc
TCGA-A2-A0YT	9	hc
TCGA-A2-A1FV	9	hc
TCGA-A2-A1FW	9	hc
TCGA-A2-A1FX	9	hc
TCGA-A2-A1FZ	1	hc
TCGA-A2-A1G0	9	hc
TCGA-A2-A1G1	1	hc
TCGA-A2-A1G4	9	hc
TCGA-A2-A1G6	1	hc
TCGA-A2-A259	1	hc
TCGA-A2-A25A	9	hc
TCGA-A2-A25B	9	hc
TCGA-A2-A25C	9	hc
TCGA-A2-A25D	9	hc
TCGA-A2-A25E	9	hc
TCGA-A2-A25F	7	hc
TCGA-A2-A3KC	9	hc
TCGA-A2-A3KD	9	hc
TCGA-A2-A3XT	7	hc
TCGA-A2-A3XU	7	hc
TCGA-A2-A3XV	7	hc
TCGA-A2-A3XW	9	hc
TCGA-A2-A3XX	1	hc
TCGA-A2-A3XZ	7	hc
TCGA-A3-3306	1	hc
TCGA-A3-3308	1	hc
TCGA-A3-3311	1	hc
TCGA-A3-3313	4	hc
TCGA-A3-3316	1	hc
TCGA-A3-3317	1	hc
TCGA-A3-3319	1	hc
TCGA-A3-3320	1	hc
TCGA-A3-3322	1	hc
TCGA-A3-3323	1	hc
TCGA-A3-3324	1	hc
TCGA-A3-3326	1	hc
TCGA-A3-3329	1	hc
TCGA-A3-3331	1	hc
TCGA-A3-3335	1	hc
TCGA-A3-3336	1	hc
TCGA-A3-3346	1	hc
TCGA-A3-3347	1	hc
TCGA-A3-3349	1	hc
TCGA-A3-3351	1	hc
TCGA-A3-3352	1	hc
TCGA-A3-3357	1	hc
TCGA-A3-3362	1	hc
TCGA-A3-3363	1	hc
TCGA-A3-3365	1	hc
TCGA-A3-3367	1	hc
TCGA-A3-3370	1	hc
TCGA-A3-3372	1	hc
TCGA-A3-3373	1	hc
TCGA-A3-3374	4	hc
TCGA-A3-3376	1	hc
TCGA-A3-3378	4	hc
TCGA-A3-3380	1	hc
TCGA-A3-3382	1	hc
TCGA-A3-3383	1	hc
TCGA-A3-3385	1	hc
TCGA-A3-3387	1	hc
TCGA-A5-A0G1	6	hc
TCGA-A5-A0G2	7	hc
TCGA-A5-A0G3	1	hc
TCGA-A5-A0G5	7	hc
TCGA-A5-A0G9	6	hc
TCGA-A5-A0GA	6	hc
TCGA-A5-A0GB	6	hc
TCGA-A5-A0GD	6	hc
TCGA-A5-A0GE	6	hc
TCGA-A5-A0GG	6	hc
TCGA-A5-A0GH	6	hc
TCGA-A5-A0GI	6	hc
TCGA-A5-A0GJ	6	hc
TCGA-A5-A0GM	6	hc
TCGA-A5-A0GN	6	hc
TCGA-A5-A0GQ	6	hc
TCGA-A5-A0GR	6	hc
TCGA-A5-A0GU	6	hc
TCGA-A5-A0GV	6	hc
TCGA-A5-A0GW	6	hc
TCGA-A5-A0GX	6	hc
TCGA-A5-A0R6	6	hc
TCGA-A5-A0R7	6	hc
TCGA-A5-A0R8	6	hc
TCGA-A5-A0R9	6	hc
TCGA-A5-A0RA	6	hc
TCGA-A5-A0VO	6	hc
TCGA-A5-A0VP	6	hc
TCGA-A5-A0VQ	6	hc
TCGA-A5-A1OF	6	hc
TCGA-A5-A1OG	6	hc
TCGA-A5-A1OH	1	hc
TCGA-A5-A1OJ	6	hc
TCGA-A5-A1OK	6	hc
TCGA-A5-A2K3	7	hc
TCGA-A5-A2K4	6	hc
TCGA-A5-A2K5	6	hc
TCGA-A5-A2K7	6	hc
TCGA-A5-A3LO	4	hc
TCGA-A5-A3LP	7	hc
TCGA-A6-2671	8	hc
TCGA-A6-2672	8	hc
TCGA-A6-2676	8	hc
TCGA-A6-2677	8	hc
TCGA-A6-2678	8	hc
TCGA-A6-2680	8	hc
TCGA-A6-2681	8	hc
TCGA-A6-2683	8	hc
TCGA-A6-2684	8	hc
TCGA-A6-2685	8	hc
TCGA-A6-2686	8	hc
TCGA-A6-3807	4	hc
TCGA-A6-3808	8	hc
TCGA-A6-3809	4	hc
TCGA-A6-3810	8	hc
TCGA-A6-5656	8	hc
TCGA-A6-5657	8	hc
TCGA-A6-5659	8	hc
TCGA-A6-5660	8	hc
TCGA-A6-5661	4	hc
TCGA-A6-5662	8	hc
TCGA-A6-5664	8	hc
TCGA-A6-5665	8	hc
TCGA-A6-5666	8	hc
TCGA-A6-5667	8	hc
TCGA-A6-6137	8	hc
TCGA-A6-6138	8	hc
TCGA-A6-6140	8	hc
TCGA-A6-6141	8	hc
TCGA-A6-6142	8	hc
TCGA-A6-6648	4	hc
TCGA-A6-6649	8	hc
TCGA-A6-6650	8	hc
TCGA-A6-6651	1	hc
TCGA-A6-6652	8	hc
TCGA-A6-6653	4	hc
TCGA-A6-6654	8	hc
TCGA-A6-6780	4	hc
TCGA-A6-6781	4	hc
TCGA-A6-6782	8	hc
TCGA-A7-A0CD	9	hc
TCGA-A7-A0CE	7	hc
TCGA-A7-A0CG	9	hc
TCGA-A7-A0CH	9	hc
TCGA-A7-A0CJ	9	hc
TCGA-A7-A0D9	9	hc
TCGA-A7-A0DA	7	hc
TCGA-A7-A0DB	9	hc
TCGA-A7-A0DC	9	hc
TCGA-A7-A13D	7	hc
TCGA-A7-A13E	7	hc
TCGA-A7-A13F	9	hc
TCGA-A7-A26E	9	hc
TCGA-A7-A26F	7	hc
TCGA-A7-A26G	1	hc
TCGA-A7-A26H	9	hc
TCGA-A7-A26I	7	hc
TCGA-A7-A2KD	7	hc
TCGA-A7-A3IZ	9	hc
TCGA-A7-A3J0	9	hc
TCGA-A7-A3J1	9	hc
TCGA-A7-A3RF	9	hc
TCGA-A8-A06N	9	hc
TCGA-A8-A06P	9	hc
TCGA-A8-A06R	9	hc
TCGA-A8-A06U	9	hc
TCGA-A8-A06X	9	hc
TCGA-A8-A06Y	9	hc
TCGA-A8-A06Z	9	hc
TCGA-A8-A075	9	hc
TCGA-A8-A076	7	hc
TCGA-A8-A079	9	hc
TCGA-A8-A07E	1	hc
TCGA-A8-A07F	9	hc
TCGA-A8-A07I	7	hc
TCGA-A8-A07O	7	hc
TCGA-A8-A07P	9	hc
TCGA-A8-A07R	7	hc
TCGA-A8-A07S	9	hc
TCGA-A8-A07W	9	hc
TCGA-A8-A07Z	9	hc
TCGA-A8-A081	9	hc
TCGA-A8-A082	9	hc
TCGA-A8-A083	9	hc
TCGA-A8-A084	9	hc
TCGA-A8-A085	9	hc
TCGA-A8-A086	9	hc
TCGA-A8-A08A	9	hc
TCGA-A8-A08G	9	hc
TCGA-A8-A08H	9	hc
TCGA-A8-A08J	7	hc
TCGA-A8-A08L	7	hc
TCGA-A8-A08O	9	hc
TCGA-A8-A08P	9	hc
TCGA-A8-A08T	9	hc
TCGA-A8-A08X	7	hc
TCGA-A8-A08Z	9	hc
TCGA-A8-A091	9	hc
TCGA-A8-A094	7	hc
TCGA-A8-A095	1	hc
TCGA-A8-A099	9	hc
TCGA-A8-A09A	9	hc
TCGA-A8-A09B	9	hc
TCGA-A8-A09C	9	hc
TCGA-A8-A09E	9	hc
TCGA-A8-A09G	7	hc
TCGA-A8-A09I	7	hc
TCGA-A8-A09K	9	hc
TCGA-A8-A09M	9	hc
TCGA-A8-A09R	9	hc
TCGA-A8-A09W	9	hc
TCGA-A8-A09X	7	hc
TCGA-A8-A09Z	9	hc
TCGA-A8-A0A4	9	hc
TCGA-A8-A0A7	7	hc
TCGA-AA-3489	8	hc
TCGA-AA-3492	8	hc
TCGA-AA-3496	8	hc
TCGA-AA-3502	8	hc
TCGA-AA-3506	8	hc
TCGA-AA-3510	8	hc
TCGA-AA-3511	8	hc
TCGA-AA-3514	8	hc
TCGA-AA-3517	8	hc
TCGA-AA-3519	8	hc
TCGA-AA-3520	8	hc
TCGA-AA-3521	8	hc
TCGA-AA-3522	8	hc
TCGA-AA-3525	8	hc
TCGA-AA-3529	8	hc
TCGA-AA-3530	8	hc
TCGA-AA-3531	8	hc
TCGA-AA-3532	4	hc
TCGA-AA-3534	8	hc
TCGA-AA-3548	8	hc
TCGA-AA-3552	8	hc
TCGA-AA-3553	8	hc
TCGA-AA-3554	4	hc
TCGA-AA-3555	4	hc
TCGA-AA-3558	8	hc
TCGA-AA-3560	8	hc
TCGA-AA-3561	8	hc
TCGA-AA-3562	8	hc
TCGA-AA-3655	8	hc
TCGA-AA-3664	8	hc
TCGA-AA-3672	4	hc
TCGA-AA-3678	8	hc
TCGA-AA-3681	4	hc
TCGA-AA-3688	8	hc
TCGA-AA-3695	8	hc
TCGA-AA-3696	8	hc
TCGA-AA-3697	8	hc
TCGA-AA-3710	4	hc
TCGA-AA-3712	8	hc
TCGA-AA-3713	8	hc
TCGA-AA-3715	8	hc
TCGA-AA-3811	8	hc
TCGA-AA-3812	8	hc
TCGA-AA-3814	8	hc
TCGA-AA-3815	4	hc
TCGA-AA-3818	8	hc
TCGA-AA-3819	8	hc
TCGA-AA-3831	8	hc
TCGA-AA-3833	4	hc
TCGA-AA-3837	8	hc
TCGA-AA-3841	4	hc
TCGA-AA-3844	8	hc
TCGA-AA-3845	4	hc
TCGA-AA-3848	8	hc
TCGA-AA-3850	4	hc
TCGA-AA-3852	4	hc
TCGA-AA-3854	8	hc
TCGA-AA-3856	8	hc
TCGA-AA-3861	8	hc
TCGA-AA-3862	4	hc
TCGA-AA-3864	4	hc
TCGA-AA-3866	8	hc
TCGA-AA-3869	4	hc
TCGA-AA-3872	8	hc
TCGA-AA-3930	8	hc
TCGA-AA-3947	8	hc
TCGA-AA-3950	4	hc
TCGA-AA-3955	8	hc
TCGA-AA-3968	8	hc
TCGA-AA-3971	8	hc
TCGA-AA-3972	8	hc
TCGA-AA-3973	8	hc
TCGA-AA-3975	8	hc
TCGA-AA-3982	8	hc
TCGA-AA-3986	4	hc
TCGA-AA-3989	8	hc
TCGA-AA-A004	8	hc
TCGA-AA-A00A	8	hc
TCGA-AA-A00E	8	hc
TCGA-AA-A00F	8	hc
TCGA-AA-A00J	8	hc
TCGA-AA-A00K	8	hc
TCGA-AA-A00L	8	hc
TCGA-AA-A00N	4	hc
TCGA-AA-A00Q	8	hc
TCGA-AA-A00R	4	hc
TCGA-AA-A00U	8	hc
TCGA-AA-A00W	8	hc
TCGA-AA-A00Z	8	hc
TCGA-AA-A010	3	hc
TCGA-AA-A017	8	hc
TCGA-AA-A01C	8	hc
TCGA-AA-A01D	8	hc
TCGA-AA-A01F	8	hc
TCGA-AA-A01I	8	hc
TCGA-AA-A01K	8	hc
TCGA-AA-A01P	8	hc
TCGA-AA-A01Q	4	hc
TCGA-AA-A01R	8	hc
TCGA-AA-A01S	8	hc
TCGA-AA-A01T	8	hc
TCGA-AA-A01V	8	hc
TCGA-AA-A01X	8	hc
TCGA-AA-A022	8	hc
TCGA-AA-A024	8	hc
TCGA-AA-A029	8	hc
TCGA-AA-A02E	8	hc
TCGA-AA-A02F	8	hc
TCGA-AA-A02H	8	hc
TCGA-AA-A02J	8	hc
TCGA-AA-A02K	8	hc
TCGA-AA-A02O	8	hc
TCGA-AA-A02R	8	hc
TCGA-AA-A02W	8	hc
TCGA-AA-A02Y	8	hc
TCGA-AA-A03F	4	hc
TCGA-AA-A03J	8	hc
TCGA-AC-A23C	9	hc
TCGA-AC-A23E	9	hc
TCGA-AC-A2B8	9	hc
TCGA-AC-A2BK	7	hc
TCGA-AC-A2BM	9	hc
TCGA-AC-A2FB	1	hc
TCGA-AC-A2FE	9	hc
TCGA-AC-A2FF	9	hc
TCGA-AC-A2FG	9	hc
TCGA-AC-A2FM	9	hc
TCGA-AC-A2QI	9	hc
TCGA-AC-A2QJ	1	hc
TCGA-AC-A3HN	1	hc
TCGA-AC-A3QP	9	hc
TCGA-AC-A3TM	9	hc
TCGA-AC-A3TN	9	hc
TCGA-AC-A3W5	9	hc
TCGA-AC-A3W6	9	hc
TCGA-AC-A3W7	9	hc
TCGA-AC-A3YJ	9	hc
TCGA-AD-5900	1	hc
TCGA-AD-6548	4	hc
TCGA-AD-6889	8	hc
TCGA-AD-6899	8	hc
TCGA-AD-6965	8	hc
TCGA-AF-2689	8	hc
TCGA-AF-2690	8	hc
TCGA-AF-3400	8	hc
TCGA-AF-3913	8	hc
TCGA-AF-3914	4	hc
TCGA-AF-5654	8	hc
TCGA-AF-6136	8	hc
TCGA-AF-6655	8	hc
TCGA-AF-6672	8	hc
TCGA-AF-6784	8	hc
TCGA-AG-3574	8	hc
TCGA-AG-3578	8	hc
TCGA-AG-3580	8	hc
TCGA-AG-3581	8	hc
TCGA-AG-3582	8	hc
TCGA-AG-3583	8	hc
TCGA-AG-3584	8	hc
TCGA-AG-3586	8	hc
TCGA-AG-3587	8	hc
TCGA-AG-3591	8	hc
TCGA-AG-3593	8	hc
TCGA-AG-3594	8	hc
TCGA-AG-3598	8	hc
TCGA-AG-3599	8	hc
TCGA-AG-3600	8	hc
TCGA-AG-3601	8	hc
TCGA-AG-3602	8	hc
TCGA-AG-3605	8	hc
TCGA-AG-3609	8	hc
TCGA-AG-3612	8	hc
TCGA-AG-3725	8	hc
TCGA-AG-3727	8	hc
TCGA-AG-3731	8	hc
TCGA-AG-3742	8	hc
TCGA-AG-3878	8	hc
TCGA-AG-3881	8	hc
TCGA-AG-3882	4	hc
TCGA-AG-3885	8	hc
TCGA-AG-3891	4	hc
TCGA-AG-3893	4	hc
TCGA-AG-3896	8	hc
TCGA-AG-3898	4	hc
TCGA-AG-3901	8	hc
TCGA-AG-3902	4	hc
TCGA-AG-4001	8	hc
TCGA-AG-4005	4	hc
TCGA-AG-4007	8	hc
TCGA-AG-4008	8	hc
TCGA-AG-4015	8	hc
TCGA-AG-4021	8	hc
TCGA-AG-4022	8	hc
TCGA-AG-A002	4	hc
TCGA-AG-A008	8	hc
TCGA-AG-A00C	8	hc
TCGA-AG-A00H	4	hc
TCGA-AG-A00Y	8	hc
TCGA-AG-A011	8	hc
TCGA-AG-A014	8	hc
TCGA-AG-A015	8	hc
TCGA-AG-A016	8	hc
TCGA-AG-A01J	8	hc
TCGA-AG-A01N	4	hc
TCGA-AG-A01W	4	hc
TCGA-AG-A01Y	4	hc
TCGA-AG-A020	4	hc
TCGA-AG-A023	8	hc
TCGA-AG-A026	8	hc
TCGA-AG-A02G	8	hc
TCGA-AG-A02N	8	hc
TCGA-AG-A02X	8	hc
TCGA-AG-A036	8	hc
TCGA-AH-6544	8	hc
TCGA-AH-6547	8	hc
TCGA-AH-6549	8	hc
TCGA-AH-6643	4	hc
TCGA-AH-6644	4	hc
TCGA-AH-6897	8	hc
TCGA-AJ-A23M	6	hc
TCGA-AJ-A23N	5	hc
TCGA-AJ-A23O	6	hc
TCGA-AJ-A2QK	6	hc
TCGA-AJ-A2QL	6	hc
TCGA-AJ-A2QM	6	hc
TCGA-AJ-A3BD	6	hc
TCGA-AJ-A3BF	6	hc
TCGA-AJ-A3BH	6	hc
TCGA-AJ-A3BK	6	hc
TCGA-AJ-A3EK	6	hc
TCGA-AJ-A3NC	4	hc
TCGA-AJ-A3NG	4	hc
TCGA-AJ-A3NH	6	hc
TCGA-AJ-A3OJ	6	hc
TCGA-AJ-A3OK	6	hc
TCGA-AJ-A3OL	6	hc
TCGA-AJ-A3TW	7	hc
TCGA-AK-3427	4	hc
TCGA-AK-3428	4	hc
TCGA-AK-3434	1	hc
TCGA-AK-3436	1	hc
TCGA-AK-3444	1	hc
TCGA-AK-3451	1	hc
TCGA-AK-3456	4	hc
TCGA-AM-5820	8	hc
TCGA-AM-5821	4	hc
TCGA-AN-A041	9	hc
TCGA-AN-A049	9	hc
TCGA-AN-A04A	9	hc
TCGA-AN-A04D	7	hc
TCGA-AN-A0AJ	9	hc
TCGA-AN-A0AK	9	hc
TCGA-AN-A0AL	7	hc
TCGA-AN-A0AM	9	hc
TCGA-AN-A0AR	7	hc
TCGA-AN-A0AS	9	hc
TCGA-AN-A0AT	7	hc
TCGA-AN-A0FD	9	hc
TCGA-AN-A0FF	9	hc
TCGA-AN-A0FJ	7	hc
TCGA-AN-A0FK	9	hc
TCGA-AN-A0FL	7	hc
TCGA-AN-A0FS	9	hc
TCGA-AN-A0FT	7	hc
TCGA-AN-A0FV	7	hc
TCGA-AN-A0FW	9	hc
TCGA-AN-A0FX	1	hc
TCGA-AN-A0FY	9	hc
TCGA-AN-A0FZ	9	hc
TCGA-AN-A0G0	7	hc
TCGA-AN-A0XN	9	hc
TCGA-AN-A0XO	9	hc
TCGA-AN-A0XP	9	hc
TCGA-AN-A0XS	9	hc
TCGA-AN-A0XT	9	hc
TCGA-AN-A0XU	7	hc
TCGA-AN-A0XW	9	hc
TCGA-AO-A03L	9	hc
TCGA-AO-A03M	9	hc
TCGA-AO-A03N	9	hc
TCGA-AO-A03O	9	hc
TCGA-AO-A03P	9	hc
TCGA-AO-A03U	7	hc
TCGA-AO-A0J2	7	hc
TCGA-AO-A0J3	9	hc
TCGA-AO-A0J5	9	hc
TCGA-AO-A0J6	7	hc
TCGA-AO-A0J7	9	hc
TCGA-AO-A0J8	9	hc
TCGA-AO-A0J9	9	hc
TCGA-AO-A0JB	9	hc
TCGA-AO-A0JC	9	hc
TCGA-AO-A0JD	9	hc
TCGA-AO-A0JE	7	hc
TCGA-AO-A0JF	9	hc
TCGA-AO-A0JG	9	hc
TCGA-AO-A0JI	9	hc
TCGA-AO-A0JJ	9	hc
TCGA-AO-A0JL	7	hc
TCGA-AO-A0JM	1	hc
TCGA-AO-A124	7	hc
TCGA-AO-A126	9	hc
TCGA-AO-A128	7	hc
TCGA-AO-A129	7	hc
TCGA-AO-A12A	9	hc
TCGA-AO-A12B	9	hc
TCGA-AO-A12C	9	hc
TCGA-AO-A12D	7	hc
TCGA-AO-A12E	9	hc
TCGA-AO-A12F	7	hc
TCGA-AO-A12G	9	hc
TCGA-AO-A12H	9	hc
TCGA-AO-A1KO	9	hc
TCGA-AO-A1KP	9	hc
TCGA-AO-A1KQ	9	hc
TCGA-AO-A1KR	7	hc
TCGA-AO-A1KS	9	hc
TCGA-AO-A1KT	9	hc
TCGA-AP-A051	6	hc
TCGA-AP-A052	6	hc
TCGA-AP-A053	6	hc
TCGA-AP-A054	5	hc
TCGA-AP-A056	6	hc
TCGA-AP-A059	6	hc
TCGA-AP-A05A	6	hc
TCGA-AP-A05D	6	hc
TCGA-AP-A05H	6	hc
TCGA-AP-A05J	6	hc
TCGA-AP-A05N	6	hc
TCGA-AP-A05O	6	hc
TCGA-AP-A05P	6	hc
TCGA-AP-A0LD	6	hc
TCGA-AP-A0LE	6	hc
TCGA-AP-A0LF	7	hc
TCGA-AP-A0LG	6	hc
TCGA-AP-A0LH	6	hc
TCGA-AP-A0LI	7	hc
TCGA-AP-A0LJ	6	hc
TCGA-AP-A0LL	6	hc
TCGA-AP-A0LM	6	hc
TCGA-AP-A0LN	6	hc
TCGA-AP-A0LP	6	hc
TCGA-AP-A0LS	6	hc
TCGA-AP-A0LT	6	hc
TCGA-AP-A0LV	6	hc
TCGA-AP-A1DH	6	hc
TCGA-AP-A1DM	6	hc
TCGA-AP-A1DO	6	hc
TCGA-AP-A1DP	6	hc
TCGA-AP-A1DQ	6	hc
TCGA-AP-A1DR	6	hc
TCGA-AP-A1DV	6	hc
TCGA-AP-A1E0	6	hc
TCGA-AP-A1E1	6	hc
TCGA-AP-A1E3	6	hc
TCGA-AP-A1E4	6	hc
TCGA-AP-A3K1	6	hc
TCGA-AQ-A04L	1	hc
TCGA-AQ-A1H2	9	hc
TCGA-AQ-A1H3	1	hc
TCGA-AR-A0TP	7	hc
TCGA-AR-A0TQ	7	hc
TCGA-AR-A0TR	9	hc
TCGA-AR-A0TS	7	hc
TCGA-AR-A0TT	9	hc
TCGA-AR-A0TU	7	hc
TCGA-AR-A0TV	9	hc
TCGA-AR-A0TW	9	hc
TCGA-AR-A0TX	7	hc
TCGA-AR-A0TY	9	hc
TCGA-AR-A0TZ	1	hc
TCGA-AR-A0U0	7	hc
TCGA-AR-A0U1	7	hc
TCGA-AR-A0U2	4	hc
TCGA-AR-A0U3	9	hc
TCGA-AR-A0U4	4	hc
TCGA-AR-A1AH	7	hc
TCGA-AR-A1AI	7	hc
TCGA-AR-A1AJ	7	hc
TCGA-AR-A1AK	9	hc
TCGA-AR-A1AL	9	hc
TCGA-AR-A1AM	9	hc
TCGA-AR-A1AO	7	hc
TCGA-AR-A1AP	9	hc
TCGA-AR-A1AQ	7	hc
TCGA-AR-A1AS	9	hc
TCGA-AR-A1AT	7	hc
TCGA-AR-A1AU	9	hc
TCGA-AR-A1AV	9	hc
TCGA-AR-A1AW	9	hc
TCGA-AR-A1AX	1	hc
TCGA-AR-A1AY	7	hc
TCGA-AR-A24K	9	hc
TCGA-AR-A24L	9	hc
TCGA-AR-A24M	9	hc
TCGA-AR-A24N	9	hc
TCGA-AR-A24O	9	hc
TCGA-AR-A24P	9	hc
TCGA-AR-A24Q	1	hc
TCGA-AR-A24R	9	hc
TCGA-AR-A24S	9	hc
TCGA-AR-A24T	9	hc
TCGA-AR-A24U	7	hc
TCGA-AR-A24V	9	hc
TCGA-AR-A24W	9	hc
TCGA-AR-A24X	9	hc
TCGA-AR-A24Z	9	hc
TCGA-AR-A250	9	hc
TCGA-AR-A251	1	hc
TCGA-AR-A252	9	hc
TCGA-AR-A254	7	hc
TCGA-AR-A255	1	hc
TCGA-AR-A256	7	hc
TCGA-AR-A2LE	1	hc
TCGA-AR-A2LH	7	hc
TCGA-AR-A2LJ	9	hc
TCGA-AR-A2LK	9	hc
TCGA-AR-A2LL	9	hc
TCGA-AR-A2LM	9	hc
TCGA-AR-A2LN	1	hc
TCGA-AR-A2LO	9	hc
TCGA-AR-A2LQ	1	hc
TCGA-AR-A2LR	1	hc
