"ID","K_8"
"TCGA.A2.A04Y",8
"TCGA.A2.A0CK",8
"TCGA.A2.A0CL",8
"TCGA.A2.A0CM",6
"TCGA.A2.A0CP",8
"TCGA.A2.A0CQ",8
"TCGA.A2.A0CR",8
"TCGA.A2.A0CS",8
"TCGA.A2.A0CT",8
"TCGA.A2.A0CU",8
"TCGA.A2.A0CV",8
"TCGA.A2.A0CW",8
"TCGA.A2.A0CX",6
"TCGA.A2.A0CY",8
"TCGA.A2.A0CZ",1
"TCGA.A2.A0D0",6
"TCGA.A2.A0D1",6
"TCGA.A2.A0D2",6
"TCGA.A2.A0D3",8
"TCGA.A2.A0D4",8
"TCGA.A2.A0EO",8
"TCGA.A2.A0EP",8
"TCGA.A2.A0EQ",6
"TCGA.A2.A0ER",1
"TCGA.A2.A0ES",8
"TCGA.A2.A0EU",8
"TCGA.A2.A0EV",8
"TCGA.A2.A0EW",8
"TCGA.A2.A0EX",8
"TCGA.A2.A0EY",6
"TCGA.A2.A0ST",6
"TCGA.A2.A0SU",8
"TCGA.A2.A0SV",8
"TCGA.A2.A0SW",8
"TCGA.A2.A0SX",6
"TCGA.A2.A0T0",6
"TCGA.A2.A0T1",6
"TCGA.A2.A0T2",6
"TCGA.A2.A0T3",1
"TCGA.A2.A0T4",8
"TCGA.A2.A0T5",8
"TCGA.A2.A0T6",8
"TCGA.A2.A0T7",8
"TCGA.A2.A0YC",1
"TCGA.A2.A0YD",8
"TCGA.A2.A0YE",6
"TCGA.A2.A0YF",1
"TCGA.A2.A0YG",6
"TCGA.A2.A0YH",8
"TCGA.A2.A0YI",8
"TCGA.A2.A0YJ",6
"TCGA.A2.A0YK",1
"TCGA.A2.A0YL",8
"TCGA.A2.A0YM",4
"TCGA.A2.A0YT",8
"TCGA.A2.A1FV",8
"TCGA.A2.A1FW",8
"TCGA.A2.A1FX",8
"TCGA.A2.A1FZ",1
"TCGA.A2.A1G0",8
"TCGA.A2.A1G1",1
"TCGA.A2.A1G4",8
"TCGA.A2.A1G6",1
"TCGA.A2.A259",1
"TCGA.A2.A25A",8
"TCGA.A2.A25B",8
"TCGA.A2.A25C",8
"TCGA.A2.A25D",8
"TCGA.A2.A25E",8
"TCGA.A2.A25F",6
"TCGA.A2.A3KC",8
"TCGA.A2.A3KD",8
"TCGA.A2.A3XT",6
"TCGA.A2.A3XU",6
"TCGA.A2.A3XV",6
"TCGA.A2.A3XW",8
"TCGA.A2.A3XX",1
"TCGA.A2.A3XZ",6
"TCGA.A3.3306",1
"TCGA.A3.3308",1
"TCGA.A3.3311",1
"TCGA.A3.3313",3
"TCGA.A3.3316",1
"TCGA.A3.3317",1
"TCGA.A3.3319",1
"TCGA.A3.3320",1
"TCGA.A3.3322",1
"TCGA.A3.3323",1
"TCGA.A3.3324",1
"TCGA.A3.3326",1
"TCGA.A3.3329",1
"TCGA.A3.3331",1
"TCGA.A3.3335",1
"TCGA.A3.3336",1
"TCGA.A3.3346",1
"TCGA.A3.3347",1
"TCGA.A3.3349",1
"TCGA.A3.3351",1
"TCGA.A3.3352",1
"TCGA.A3.3357",1
"TCGA.A3.3362",1
"TCGA.A3.3363",1
"TCGA.A3.3365",1
"TCGA.A3.3367",1
"TCGA.A3.3370",1
"TCGA.A3.3372",1
"TCGA.A3.3373",1
"TCGA.A3.3374",3
"TCGA.A3.3376",1
"TCGA.A3.3378",3
"TCGA.A3.3380",1
"TCGA.A3.3382",1
"TCGA.A3.3383",1
"TCGA.A3.3385",1
"TCGA.A3.3387",1
"TCGA.A5.A0G1",5
"TCGA.A5.A0G2",6
"TCGA.A5.A0G3",1
"TCGA.A5.A0G5",6
"TCGA.A5.A0G9",5
"TCGA.A5.A0GA",5
"TCGA.A5.A0GB",5
"TCGA.A5.A0GD",5
"TCGA.A5.A0GE",5
"TCGA.A5.A0GG",5
"TCGA.A5.A0GH",5
"TCGA.A5.A0GI",5
"TCGA.A5.A0GJ",5
"TCGA.A5.A0GM",5
"TCGA.A5.A0GN",5
"TCGA.A5.A0GQ",5
"TCGA.A5.A0GR",5
"TCGA.A5.A0GU",5
"TCGA.A5.A0GV",5
"TCGA.A5.A0GW",5
"TCGA.A5.A0GX",5
"TCGA.A5.A0R6",5
"TCGA.A5.A0R7",5
"TCGA.A5.A0R8",5
"TCGA.A5.A0R9",5
"TCGA.A5.A0RA",5
"TCGA.A5.A0VO",5
"TCGA.A5.A0VP",5
"TCGA.A5.A0VQ",5
"TCGA.A5.A1OF",5
"TCGA.A5.A1OG",5
"TCGA.A5.A1OH",1
"TCGA.A5.A1OJ",5
"TCGA.A5.A1OK",5
"TCGA.A5.A2K3",6
"TCGA.A5.A2K4",5
"TCGA.A5.A2K5",5
"TCGA.A5.A2K7",5
"TCGA.A5.A3LO",3
"TCGA.A5.A3LP",6
"TCGA.A6.2671",7
"TCGA.A6.2672",7
"TCGA.A6.2676",7
"TCGA.A6.2677",7
"TCGA.A6.2678",7
"TCGA.A6.2680",7
"TCGA.A6.2681",7
"TCGA.A6.2683",7
"TCGA.A6.2684",7
"TCGA.A6.2685",7
"TCGA.A6.2686",7
"TCGA.A6.3807",3
"TCGA.A6.3808",7
"TCGA.A6.3809",3
"TCGA.A6.3810",7
"TCGA.A6.5656",7
"TCGA.A6.5657",7
"TCGA.A6.5659",7
"TCGA.A6.5660",7
"TCGA.A6.5661",3
"TCGA.A6.5662",7
"TCGA.A6.5664",7
"TCGA.A6.5665",7
"TCGA.A6.5666",7
"TCGA.A6.5667",7
"TCGA.A6.6137",7
"TCGA.A6.6138",7
"TCGA.A6.6140",7
"TCGA.A6.6141",7
"TCGA.A6.6142",7
"TCGA.A6.6648",3
"TCGA.A6.6649",7
"TCGA.A6.6650",7
"TCGA.A6.6651",1
"TCGA.A6.6652",7
"TCGA.A6.6653",3
"TCGA.A6.6654",7
"TCGA.A6.6780",3
"TCGA.A6.6781",3
"TCGA.A6.6782",7
"TCGA.A7.A0CD",8
"TCGA.A7.A0CE",6
"TCGA.A7.A0CG",8
"TCGA.A7.A0CH",8
"TCGA.A7.A0CJ",8
"TCGA.A7.A0D9",8
"TCGA.A7.A0DA",6
"TCGA.A7.A0DB",8
"TCGA.A7.A0DC",8
"TCGA.A7.A13D",6
"TCGA.A7.A13E",6
"TCGA.A7.A13F",8
"TCGA.A7.A26E",8
"TCGA.A7.A26F",6
"TCGA.A7.A26G",1
"TCGA.A7.A26H",8
"TCGA.A7.A26I",6
"TCGA.A7.A2KD",6
"TCGA.A7.A3IZ",8
"TCGA.A7.A3J0",8
"TCGA.A7.A3J1",8
"TCGA.A7.A3RF",8
"TCGA.A8.A06N",8
"TCGA.A8.A06P",8
"TCGA.A8.A06R",8
"TCGA.A8.A06U",8
"TCGA.A8.A06X",8
"TCGA.A8.A06Y",8
"TCGA.A8.A06Z",8
"TCGA.A8.A075",8
"TCGA.A8.A076",6
"TCGA.A8.A079",8
"TCGA.A8.A07E",1
"TCGA.A8.A07F",8
"TCGA.A8.A07I",6
"TCGA.A8.A07O",6
"TCGA.A8.A07P",8
"TCGA.A8.A07R",6
"TCGA.A8.A07S",8
"TCGA.A8.A07W",8
"TCGA.A8.A07Z",8
"TCGA.A8.A081",8
"TCGA.A8.A082",8
"TCGA.A8.A083",8
"TCGA.A8.A084",8
"TCGA.A8.A085",8
"TCGA.A8.A086",8
"TCGA.A8.A08A",8
"TCGA.A8.A08G",8
"TCGA.A8.A08H",8
"TCGA.A8.A08J",6
"TCGA.A8.A08L",6
"TCGA.A8.A08O",8
"TCGA.A8.A08P",8
"TCGA.A8.A08T",8
"TCGA.A8.A08X",6
"TCGA.A8.A08Z",8
"TCGA.A8.A091",8
"TCGA.A8.A094",6
"TCGA.A8.A095",1
"TCGA.A8.A099",8
"TCGA.A8.A09A",8
"TCGA.A8.A09B",8
"TCGA.A8.A09C",8
"TCGA.A8.A09E",8
"TCGA.A8.A09G",6
"TCGA.A8.A09I",6
"TCGA.A8.A09K",8
"TCGA.A8.A09M",8
"TCGA.A8.A09R",8
"TCGA.A8.A09W",8
"TCGA.A8.A09X",6
"TCGA.A8.A09Z",8
"TCGA.A8.A0A4",8
"TCGA.A8.A0A7",6
"TCGA.AA.3489",7
"TCGA.AA.3492",7
"TCGA.AA.3496",7
"TCGA.AA.3502",7
"TCGA.AA.3506",7
"TCGA.AA.3510",7
"TCGA.AA.3511",7
"TCGA.AA.3514",7
"TCGA.AA.3517",7
"TCGA.AA.3519",7
"TCGA.AA.3520",7
"TCGA.AA.3521",7
"TCGA.AA.3522",7
"TCGA.AA.3525",7
"TCGA.AA.3529",7
"TCGA.AA.3530",7
"TCGA.AA.3531",7
"TCGA.AA.3532",3
"TCGA.AA.3534",7
"TCGA.AA.3548",7
"TCGA.AA.3552",7
"TCGA.AA.3553",7
"TCGA.AA.3554",3
"TCGA.AA.3555",3
"TCGA.AA.3558",7
"TCGA.AA.3560",7
"TCGA.AA.3561",7
"TCGA.AA.3562",7
"TCGA.AA.3655",7
"TCGA.AA.3664",7
"TCGA.AA.3672",3
"TCGA.AA.3678",7
"TCGA.AA.3681",3
"TCGA.AA.3688",7
"TCGA.AA.3695",7
"TCGA.AA.3696",7
"TCGA.AA.3697",7
"TCGA.AA.3710",3
"TCGA.AA.3712",7
"TCGA.AA.3713",7
"TCGA.AA.3715",7
"TCGA.AA.3811",7
"TCGA.AA.3812",7
"TCGA.AA.3814",7
"TCGA.AA.3815",3
"TCGA.AA.3818",7
"TCGA.AA.3819",7
"TCGA.AA.3831",7
"TCGA.AA.3833",3
"TCGA.AA.3837",7
"TCGA.AA.3841",3
"TCGA.AA.3844",7
"TCGA.AA.3845",3
"TCGA.AA.3848",7
"TCGA.AA.3850",3
"TCGA.AA.3852",3
"TCGA.AA.3854",7
"TCGA.AA.3856",7
"TCGA.AA.3861",7
"TCGA.AA.3862",3
"TCGA.AA.3864",3
"TCGA.AA.3866",7
"TCGA.AA.3869",3
"TCGA.AA.3872",7
"TCGA.AA.3930",7
"TCGA.AA.3947",7
"TCGA.AA.3950",3
"TCGA.AA.3955",7
"TCGA.AA.3968",7
"TCGA.AA.3971",7
"TCGA.AA.3972",7
"TCGA.AA.3973",7
"TCGA.AA.3975",7
"TCGA.AA.3982",7
"TCGA.AA.3986",3
"TCGA.AA.3989",7
"TCGA.AA.A004",7
"TCGA.AA.A00A",7
"TCGA.AA.A00E",7
"TCGA.AA.A00F",7
"TCGA.AA.A00J",7
"TCGA.AA.A00K",7
"TCGA.AA.A00L",7
"TCGA.AA.A00N",3
"TCGA.AA.A00Q",7
"TCGA.AA.A00R",3
"TCGA.AA.A00U",7
"TCGA.AA.A00W",7
"TCGA.AA.A00Z",7
"TCGA.AA.A010",3
"TCGA.AA.A017",7
"TCGA.AA.A01C",7
"TCGA.AA.A01D",7
"TCGA.AA.A01F",7
"TCGA.AA.A01I",7
"TCGA.AA.A01K",7
"TCGA.AA.A01P",7
"TCGA.AA.A01Q",3
"TCGA.AA.A01R",7
"TCGA.AA.A01S",7
"TCGA.AA.A01T",7
"TCGA.AA.A01V",7
"TCGA.AA.A01X",7
"TCGA.AA.A022",7
"TCGA.AA.A024",7
"TCGA.AA.A029",7
"TCGA.AA.A02E",7
"TCGA.AA.A02F",7
"TCGA.AA.A02H",7
"TCGA.AA.A02J",7
"TCGA.AA.A02K",7
"TCGA.AA.A02O",7
"TCGA.AA.A02R",7
"TCGA.AA.A02W",7
"TCGA.AA.A02Y",7
"TCGA.AA.A03F",3
"TCGA.AA.A03J",7
"TCGA.AC.A23C",8
"TCGA.AC.A23E",8
"TCGA.AC.A2B8",8
"TCGA.AC.A2BK",6
"TCGA.AC.A2BM",8
"TCGA.AC.A2FB",1
"TCGA.AC.A2FE",8
"TCGA.AC.A2FF",8
"TCGA.AC.A2FG",8
"TCGA.AC.A2FM",8
"TCGA.AC.A2QI",8
"TCGA.AC.A2QJ",1
"TCGA.AC.A3HN",1
"TCGA.AC.A3QP",8
"TCGA.AC.A3TM",8
"TCGA.AC.A3TN",8
"TCGA.AC.A3W5",8
"TCGA.AC.A3W6",8
"TCGA.AC.A3W7",8
"TCGA.AC.A3YJ",8
"TCGA.AD.5900",1
"TCGA.AD.6548",3
"TCGA.AD.6889",7
"TCGA.AD.6899",7
"TCGA.AD.6965",7
"TCGA.AF.2689",7
"TCGA.AF.2690",7
"TCGA.AF.3400",7
"TCGA.AF.3913",7
"TCGA.AF.3914",3
"TCGA.AF.5654",7
"TCGA.AF.6136",7
"TCGA.AF.6655",7
"TCGA.AF.6672",7
"TCGA.AF.6784",7
"TCGA.AG.3574",7
"TCGA.AG.3578",7
"TCGA.AG.3580",7
"TCGA.AG.3581",7
"TCGA.AG.3582",7
"TCGA.AG.3583",7
"TCGA.AG.3584",7
"TCGA.AG.3586",7
"TCGA.AG.3587",7
"TCGA.AG.3591",7
"TCGA.AG.3593",7
"TCGA.AG.3594",7
"TCGA.AG.3598",7
"TCGA.AG.3599",7
"TCGA.AG.3600",7
"TCGA.AG.3601",7
"TCGA.AG.3602",7
"TCGA.AG.3605",7
"TCGA.AG.3609",7
"TCGA.AG.3612",7
"TCGA.AG.3725",7
"TCGA.AG.3727",7
"TCGA.AG.3731",7
"TCGA.AG.3742",7
"TCGA.AG.3878",7
"TCGA.AG.3881",7
"TCGA.AG.3882",3
"TCGA.AG.3885",7
"TCGA.AG.3891",3
"TCGA.AG.3893",3
"TCGA.AG.3896",7
"TCGA.AG.3898",3
"TCGA.AG.3901",7
"TCGA.AG.3902",3
"TCGA.AG.4001",7
"TCGA.AG.4005",3
"TCGA.AG.4007",7
"TCGA.AG.4008",7
"TCGA.AG.4015",7
"TCGA.AG.4021",7
"TCGA.AG.4022",7
"TCGA.AG.A002",3
"TCGA.AG.A008",7
"TCGA.AG.A00C",7
"TCGA.AG.A00H",3
"TCGA.AG.A00Y",7
"TCGA.AG.A011",7
"TCGA.AG.A014",7
"TCGA.AG.A015",7
"TCGA.AG.A016",7
"TCGA.AG.A01J",7
"TCGA.AG.A01N",3
"TCGA.AG.A01W",3
"TCGA.AG.A01Y",3
"TCGA.AG.A020",3
"TCGA.AG.A023",7
"TCGA.AG.A026",7
"TCGA.AG.A02G",7
"TCGA.AG.A02N",7
"TCGA.AG.A02X",7
"TCGA.AG.A036",7
"TCGA.AH.6544",7
"TCGA.AH.6547",7
"TCGA.AH.6549",7
"TCGA.AH.6643",3
"TCGA.AH.6644",3
"TCGA.AH.6897",7
"TCGA.AJ.A23M",5
"TCGA.AJ.A23N",4
"TCGA.AJ.A23O",5
"TCGA.AJ.A2QK",5
"TCGA.AJ.A2QL",5
"TCGA.AJ.A2QM",5
"TCGA.AJ.A3BD",5
"TCGA.AJ.A3BF",5
"TCGA.AJ.A3BH",5
"TCGA.AJ.A3BK",5
"TCGA.AJ.A3EK",5
"TCGA.AJ.A3NC",3
"TCGA.AJ.A3NG",3
"TCGA.AJ.A3NH",5
"TCGA.AJ.A3OJ",5
"TCGA.AJ.A3OK",5
"TCGA.AJ.A3OL",5
"TCGA.AJ.A3TW",6
"TCGA.AK.3427",3
"TCGA.AK.3428",3
"TCGA.AK.3434",1
"TCGA.AK.3436",1
"TCGA.AK.3444",1
"TCGA.AK.3451",1
"TCGA.AK.3456",3
"TCGA.AM.5820",7
"TCGA.AM.5821",3
"TCGA.AN.A041",8
"TCGA.AN.A049",8
"TCGA.AN.A04A",8
"TCGA.AN.A04D",6
"TCGA.AN.A0AJ",8
"TCGA.AN.A0AK",8
"TCGA.AN.A0AL",6
"TCGA.AN.A0AM",8
"TCGA.AN.A0AR",6
"TCGA.AN.A0AS",8
"TCGA.AN.A0AT",6
"TCGA.AN.A0FD",8
"TCGA.AN.A0FF",8
"TCGA.AN.A0FJ",6
"TCGA.AN.A0FK",8
"TCGA.AN.A0FL",6
"TCGA.AN.A0FS",8
"TCGA.AN.A0FT",6
"TCGA.AN.A0FV",6
"TCGA.AN.A0FW",8
"TCGA.AN.A0FX",1
"TCGA.AN.A0FY",8
"TCGA.AN.A0FZ",8
"TCGA.AN.A0G0",6
"TCGA.AN.A0XN",8
"TCGA.AN.A0XO",8
"TCGA.AN.A0XP",8
"TCGA.AN.A0XS",8
"TCGA.AN.A0XT",8
"TCGA.AN.A0XU",6
"TCGA.AN.A0XW",8
"TCGA.AO.A03L",8
"TCGA.AO.A03M",8
"TCGA.AO.A03N",8
"TCGA.AO.A03O",8
"TCGA.AO.A03P",8
"TCGA.AO.A03U",6
"TCGA.AO.A0J2",6
"TCGA.AO.A0J3",8
"TCGA.AO.A0J5",8
"TCGA.AO.A0J6",6
"TCGA.AO.A0J7",8
"TCGA.AO.A0J8",8
"TCGA.AO.A0J9",8
"TCGA.AO.A0JB",8
"TCGA.AO.A0JC",8
"TCGA.AO.A0JD",8
"TCGA.AO.A0JE",6
"TCGA.AO.A0JF",8
"TCGA.AO.A0JG",8
"TCGA.AO.A0JI",8
"TCGA.AO.A0JJ",8
"TCGA.AO.A0JL",6
"TCGA.AO.A0JM",1
"TCGA.AO.A124",6
"TCGA.AO.A126",8
"TCGA.AO.A128",6
"TCGA.AO.A129",6
"TCGA.AO.A12A",8
"TCGA.AO.A12B",8
"TCGA.AO.A12C",8
"TCGA.AO.A12D",6
"TCGA.AO.A12E",8
"TCGA.AO.A12F",6
"TCGA.AO.A12G",8
"TCGA.AO.A12H",8
"TCGA.AO.A1KO",8
"TCGA.AO.A1KP",8
"TCGA.AO.A1KQ",8
"TCGA.AO.A1KR",6
"TCGA.AO.A1KS",8
"TCGA.AO.A1KT",8
"TCGA.AP.A051",5
"TCGA.AP.A052",5
"TCGA.AP.A053",5
"TCGA.AP.A054",4
"TCGA.AP.A056",5
"TCGA.AP.A059",5
"TCGA.AP.A05A",5
"TCGA.AP.A05D",5
"TCGA.AP.A05H",5
"TCGA.AP.A05J",5
"TCGA.AP.A05N",5
"TCGA.AP.A05O",5
"TCGA.AP.A05P",5
"TCGA.AP.A0LD",5
"TCGA.AP.A0LE",5
"TCGA.AP.A0LF",6
"TCGA.AP.A0LG",5
"TCGA.AP.A0LH",5
"TCGA.AP.A0LI",6
"TCGA.AP.A0LJ",5
"TCGA.AP.A0LL",5
"TCGA.AP.A0LM",5
"TCGA.AP.A0LN",5
"TCGA.AP.A0LP",5
"TCGA.AP.A0LS",5
"TCGA.AP.A0LT",5
"TCGA.AP.A0LV",5
"TCGA.AP.A1DH",5
"TCGA.AP.A1DM",5
"TCGA.AP.A1DO",5
"TCGA.AP.A1DP",5
"TCGA.AP.A1DQ",5
"TCGA.AP.A1DR",5
"TCGA.AP.A1DV",5
"TCGA.AP.A1E0",5
"TCGA.AP.A1E1",5
"TCGA.AP.A1E3",5
"TCGA.AP.A1E4",5
"TCGA.AP.A3K1",5
"TCGA.AQ.A04L",1
"TCGA.AQ.A1H2",8
"TCGA.AQ.A1H3",1
"TCGA.AR.A0TP",6
"TCGA.AR.A0TQ",6
"TCGA.AR.A0TR",8
"TCGA.AR.A0TS",6
"TCGA.AR.A0TT",8
"TCGA.AR.A0TU",6
"TCGA.AR.A0TV",8
"TCGA.AR.A0TW",8
"TCGA.AR.A0TX",6
"TCGA.AR.A0TY",8
"TCGA.AR.A0TZ",1
"TCGA.AR.A0U0",6
"TCGA.AR.A0U1",6
"TCGA.AR.A0U2",3
"TCGA.AR.A0U3",8
"TCGA.AR.A0U4",3
"TCGA.AR.A1AH",6
"TCGA.AR.A1AI",6
"TCGA.AR.A1AJ",6
"TCGA.AR.A1AK",8
"TCGA.AR.A1AL",8
"TCGA.AR.A1AM",8
"TCGA.AR.A1AO",6
"TCGA.AR.A1AP",8
"TCGA.AR.A1AQ",6
"TCGA.AR.A1AS",8
"TCGA.AR.A1AT",6
"TCGA.AR.A1AU",8
"TCGA.AR.A1AV",8
"TCGA.AR.A1AW",8
"TCGA.AR.A1AX",1
"TCGA.AR.A1AY",6
"TCGA.AR.A24K",8
"TCGA.AR.A24L",8
"TCGA.AR.A24M",8
"TCGA.AR.A24N",8
"TCGA.AR.A24O",8
"TCGA.AR.A24P",8
"TCGA.AR.A24Q",1
"TCGA.AR.A24R",8
"TCGA.AR.A24S",8
"TCGA.AR.A24T",8
"TCGA.AR.A24U",6
"TCGA.AR.A24V",8
"TCGA.AR.A24W",8
"TCGA.AR.A24X",8
"TCGA.AR.A24Z",8
"TCGA.AR.A250",8
"TCGA.AR.A251",1
"TCGA.AR.A252",8
"TCGA.AR.A254",6
"TCGA.AR.A255",1
"TCGA.AR.A256",6
"TCGA.AR.A2LE",1
"TCGA.AR.A2LH",6
"TCGA.AR.A2LJ",8
"TCGA.AR.A2LK",8
"TCGA.AR.A2LL",8
"TCGA.AR.A2LM",8
"TCGA.AR.A2LN",1
"TCGA.AR.A2LO",8
"TCGA.AR.A2LQ",1
"TCGA.AR.A2LR",1
"TCGA.AU.6004",3
"TCGA.AW.A1PO",5
"TCGA.AX.A05S",5
"TCGA.AX.A05T",5
"TCGA.AX.A05U",5
"TCGA.AX.A05W",5
"TCGA.AX.A05Y",5
"TCGA.AX.A05Z",5
"TCGA.AX.A060",5
"TCGA.AX.A062",5
"TCGA.AX.A063",5
"TCGA.AX.A064",5
"TCGA.AX.A06B",5
"TCGA.AX.A06D",5
"TCGA.AX.A06F",5
"TCGA.AX.A06J",5
"TCGA.AX.A06L",5
"TCGA.AX.A0IS",5
"TCGA.AX.A0IW",5
"TCGA.AX.A0IZ",5
"TCGA.AX.A0J0",5
"TCGA.AX.A0J1",5
"TCGA.AX.A2H2",5
"TCGA.AX.A2H5",5
"TCGA.AX.A2H7",5
"TCGA.AX.A2H8",5
"TCGA.AX.A2HA",5
"TCGA.AX.A2HC",5
"TCGA.AX.A2HD",5
"TCGA.AX.A2HF",5
"TCGA.AX.A2HG",5
"TCGA.AX.A2HH",5
"TCGA.AX.A2HJ",5
"TCGA.AX.A2HK",1
"TCGA.AX.A3FS",6
"TCGA.AX.A3FT",5
"TCGA.AX.A3FV",6
"TCGA.AX.A3FW",5
"TCGA.AX.A3FX",5
"TCGA.AX.A3FZ",1
"TCGA.AX.A3G3",5
"TCGA.AX.A3G4",5
"TCGA.AX.A3G8",5
"TCGA.AX.A3G9",5
"TCGA.AX.A3GI",5
"TCGA.AY.5543",7
"TCGA.AY.6196",7
"TCGA.AY.6197",7
"TCGA.AY.6386",7
"TCGA.AZ.4308",7
"TCGA.AZ.4315",7
"TCGA.AZ.4323",7
"TCGA.AZ.4614",7
"TCGA.AZ.4615",7
"TCGA.AZ.4616",3
"TCGA.AZ.4682",7
"TCGA.AZ.4684",7
"TCGA.AZ.5407",7
"TCGA.AZ.6598",7
"TCGA.AZ.6599",7
"TCGA.AZ.6600",7
"TCGA.AZ.6601",3
"TCGA.AZ.6603",7
"TCGA.AZ.6605",3
"TCGA.AZ.6606",7
"TCGA.AZ.6607",3
"TCGA.AZ.6608",7
"TCGA.B0.4688",6
"TCGA.B0.4690",1
"TCGA.B0.4691",1
"TCGA.B0.4693",1
"TCGA.B0.4694",1
"TCGA.B0.4696",5
"TCGA.B0.4697",1
"TCGA.B0.4698",1
"TCGA.B0.4699",3
"TCGA.B0.4700",1
"TCGA.B0.4701",1
"TCGA.B0.4703",1
"TCGA.B0.4706",1
"TCGA.B0.4707",1
"TCGA.B0.4710",1
"TCGA.B0.4712",1
"TCGA.B0.4713",1
"TCGA.B0.4714",3
"TCGA.B0.4718",1
"TCGA.B0.4810",1
"TCGA.B0.4811",1
"TCGA.B0.4813",1
"TCGA.B0.4814",1
"TCGA.B0.4815",1
"TCGA.B0.4816",1
"TCGA.B0.4817",3
"TCGA.B0.4818",1
"TCGA.B0.4819",1
"TCGA.B0.4821",1
"TCGA.B0.4822",1
"TCGA.B0.4823",1
"TCGA.B0.4824",1
"TCGA.B0.4827",1
"TCGA.B0.4828",1
"TCGA.B0.4833",1
"TCGA.B0.4834",3
"TCGA.B0.4836",1
"TCGA.B0.4837",1
"TCGA.B0.4838",1
"TCGA.B0.4839",1
"TCGA.B0.4841",1
"TCGA.B0.4842",1
"TCGA.B0.4843",1
"TCGA.B0.4844",1
"TCGA.B0.4845",1
"TCGA.B0.4846",1
"TCGA.B0.4847",1
"TCGA.B0.4848",1
"TCGA.B0.4849",1
"TCGA.B0.4852",1
"TCGA.B0.4945",1
"TCGA.B0.5075",1
"TCGA.B0.5077",1
"TCGA.B0.5080",1
"TCGA.B0.5081",1
"TCGA.B0.5084",3
"TCGA.B0.5085",1
"TCGA.B0.5088",1
"TCGA.B0.5092",1
"TCGA.B0.5094",1
"TCGA.B0.5095",1
"TCGA.B0.5096",1
"TCGA.B0.5097",1
"TCGA.B0.5098",3
"TCGA.B0.5099",1
"TCGA.B0.5100",1
"TCGA.B0.5102",1
"TCGA.B0.5104",1
"TCGA.B0.5106",1
"TCGA.B0.5107",1
"TCGA.B0.5108",1
"TCGA.B0.5109",3
"TCGA.B0.5110",1
"TCGA.B0.5113",1
"TCGA.B0.5115",1
"TCGA.B0.5116",1
"TCGA.B0.5117",3
"TCGA.B0.5119",1
"TCGA.B0.5120",1
"TCGA.B0.5121",1
"TCGA.B0.5399",1
"TCGA.B0.5400",1
"TCGA.B0.5402",1
"TCGA.B0.5690",1
"TCGA.B0.5691",1
"TCGA.B0.5692",1
"TCGA.B0.5693",1
"TCGA.B0.5694",1
"TCGA.B0.5695",1
"TCGA.B0.5696",1
"TCGA.B0.5697",1
"TCGA.B0.5698",1
"TCGA.B0.5699",1
"TCGA.B0.5700",1
"TCGA.B0.5701",1
"TCGA.B0.5702",1
"TCGA.B0.5703",1
"TCGA.B0.5705",1
"TCGA.B0.5706",1
"TCGA.B0.5707",1
"TCGA.B0.5709",1
"TCGA.B0.5710",1
"TCGA.B0.5711",1
"TCGA.B0.5712",1
"TCGA.B0.5713",1
"TCGA.B0.5812",1
"TCGA.B2.3923",3
"TCGA.B2.3924",1
"TCGA.B2.4098",1
"TCGA.B2.4099",1
"TCGA.B2.4101",1
"TCGA.B2.4102",1
"TCGA.B2.5633",1
"TCGA.B2.5635",1
"TCGA.B2.5636",1
"TCGA.B2.5639",1
"TCGA.B2.5641",1
"TCGA.B4.5377",1
"TCGA.B4.5378",1
"TCGA.B4.5832",1
"TCGA.B4.5834",1
"TCGA.B4.5835",1
"TCGA.B4.5836",1
"TCGA.B4.5838",1
"TCGA.B4.5843",1
"TCGA.B4.5844",1
"TCGA.B5.A0JN",5
"TCGA.B5.A0JT",5
"TCGA.B5.A0JU",5
"TCGA.B5.A0JX",5
"TCGA.B5.A0JY",5
"TCGA.B5.A0JZ",5
"TCGA.B5.A0K0",5
"TCGA.B5.A0K1",5
"TCGA.B5.A0K2",5
"TCGA.B5.A0K3",5
"TCGA.B5.A0K4",3
"TCGA.B5.A0K7",5
"TCGA.B5.A0K8",5
"TCGA.B5.A0K9",5
"TCGA.B5.A0KB",3
"TCGA.B5.A11E",5
"TCGA.B5.A11F",5
"TCGA.B5.A11G",5
"TCGA.B5.A11H",5
"TCGA.B5.A11I",3
"TCGA.B5.A11L",5
"TCGA.B5.A11N",5
"TCGA.B5.A11P",5
"TCGA.B5.A11Q",5
"TCGA.B5.A11S",5
"TCGA.B5.A11U",5
"TCGA.B5.A11V",5
"TCGA.B5.A11W",5
"TCGA.B5.A11X",6
"TCGA.B5.A11Y",5
"TCGA.B5.A11Z",5
"TCGA.B5.A121",5
"TCGA.B5.A1MS",5
"TCGA.B5.A1MU",5
"TCGA.B5.A1MV",5
"TCGA.B5.A1MW",5
"TCGA.B5.A1MX",5
"TCGA.B5.A1MY",6
"TCGA.B5.A1MZ",5
"TCGA.B5.A1N2",5
"TCGA.B5.A3FA",5
"TCGA.B5.A3FB",3
"TCGA.B5.A3FC",5
"TCGA.B5.A3FD",5
"TCGA.B5.A3FH",5
"TCGA.B5.A3S1",5
